Bill,Bill Long Title,Last Action Date,Year,Sponsor,Sponsor District,Co-Sponsor,Co-Sponsor District,Last Action,Last Activity Comments,General assembly,Session,Bill String,LR Number
HB 328,Amends various provisions regarding managed care.  ,7/6/01,2001,"Harlan, Timothy",23,"Hanaway, Catherine",87,Delivered to Secretary of State (G),,91,First regular,SS#2 SCS HS HCS HB 328 & 88,0691S.07T
HB 361,Authorizes conveyance of certain state water rights to Clarence Cannon Wholesale Water Commission. ,6/7/01,2001,"Shoemyer, Wes",9,"Copenhaver, Nancy",22,Delivered to Secretary of State (G),,91,First regular,SCS HB 361,1033S.02T
HB 381,"Revises law on sale, distribution, and possession of tobacco products.  ",7/13/01,2001,"Hoppe, Thomas",46,"Hosmer, William",138,Delivered to Secretary of State (G),,91,First regular,SS SCS HS HB 381,1128S.11T
HB 408,Authorizes conveyances of unused graves in public cemeteries back to the county or municipality in certain cases. ,6/8/01,2001,"Kelley, Patrick",47,,,Delivered to Secretary of State (G),,91,First regular,HB 408,1086L.01T
HB 409,Authorizes a conveyance between the Missouri National Guard and the City of Joplin. ,6/7/01,2001,"Surface, Charles",129,,,Delivered to Secretary of State (G),,91,First regular,HB 409,1009L.01T
HB 410,Allows expanded weed removal procedures in the City of St. Peters.  ,6/8/01,2001,"Holt, Bruce",17,"George, Thomas",74,Delivered to Secretary of State (G),,91,First regular,HB 410,1252L.01T
HB 420,Removes termination clause on Motorcycle Safety Education Program.  ,6/7/01,2001,"Williams, Deleta",121,"Franklin, J.",55,Delivered to Secretary of State (G),,91,First regular,HB 420,1233L.01T
HB 425,Amends the law regarding underground facility safety and damage prevention. ,7/2/01,2001,"O'Toole, James",68,"Gambaro, Derio",65,Delivered to Secretary of State (G),,91,First regular,HS HCS HB 425,1254L.08T
HB 431,Makes a technical correction in temporary licenses for trauma training. ,7/10/01,2001,"Barry, Joan",100,,,Delivered to Secretary of State (G),,91,First regular,HB 431,1346L.01T
HB 441,"Provides honorary high school diplomas to World War I, World War II, and Korean War veterans who left high school before graduation to serve in the United States military.",7/12/01,2001,"Holt, Bruce",17,"Boucher, Arthur",45,Delivered to Secretary of State (G),,91,First regular,"HCS HB 441, 94 & 244",1275L.03T
HB 453,"Revises law on surface mining, air emissions, and Petroleum Storage Tank Insurance Fund. ",7/12/01,2001,"Ransdall, Billy",148,"Berkowitz, Sam",1,Delivered to Secretary of State (G),,91,First regular,CCS#2 SS SCS HB 453,1171L.08T
HB 454,Creates a good cause exception for removal of a guardian upon dissolution of marriage. ,7/2/01,2001,"Monaco, Ralph",49,,,Delivered to Secretary of State (G),,91,First regular,HB 454,1083L.01T
HB 458,Permits the use of flashing signals by church buses.  ,7/13/01,2001,"Lawson, Maurice",29,"Myers, Peter",160,Delivered to Secretary of State (G),,91,First regular,HB 458,0033L.01T
HB 459,Revises the law regarding responsibilities and obligations of reinsurers and liquidators. ,7/10/01,2001,"Liese, Chris",85,"Luetkemeyer, William",115,Delivered to Secretary of State (G),,91,First regular,SCS HB 459,1208L.02T
HB 470,Creates Sgt. Robert Kimberling Memorial Highway.  ,7/2/01,2001,"Shields, Charles",28,"Hegeman, Daniel",6,Delivered to Secretary of State (G),,91,First regular,HB 470,1342L.01T
HB 471,"Adds the drug ""ecstasy"" to drug trafficking statutes, regulates methamphetamine precursor drugs, and establishes new penalties for theft and possession of anhydrous ammonia.",6/18/01,2001,"Jolly, Cathy",45,"Johnson, Rick",90,Delivered to Secretary of State (G),,91,First regular,CCS SCS HB 471,1287L.04T
HB 473,"Designates cut-leaved teasel, common teasel, and kudzu vine as noxious weeds. ",6/26/01,2001,"Robirds, Estel",143,"Kreider, Jim",142,Delivered to Secretary of State (G),,91,First regular,SCS HB 473,1205S.03T
HB 491,Eliminates the office of city marshal in third class cities that contract for police service. ,6/26/01,2001,"George, Thomas",74,"Hickey, John",80,Delivered to Secretary of State (G),,91,First regular,CCS SCS HB 491,0807L.04T
HB 498,Changes the petitioning provisions for opting out of the city manager form of government. ,6/26/01,2001,"Wagner, Howard",104,"McKenna, Ryan",222,Delivered to Secretary of State (G),,91,First regular,SCS HB 498,1326L.03T
HB 501,Increases the authorization for water pollution bonds and revises law on water and sewer systems. ,7/12/01,2001,"Bowman, John",70,"Foley, James",81,Delivered to Secretary of State (G),,91,First regular,SS SCS HB 501,1007S.06T
HB 502,Authorizes a conveyance of certain property in St. Francois County to the American Legion. ,6/8/01,2001,"Ward, Daniel",107,,,Delivered to Secretary of State (G),,91,First regular,HB 502,1317L.01T
HB 537,Amends various statutes relating to marriage by adding gender neutral language. ,7/13/01,2001,"Ostmann, Lucinda",14,"Wilson, Victoria",25,Delivered to Secretary of State (G),,91,First regular,HB 537,0186L.01T
HB 567,Makes various changes to different boards supervised by the Division of Professional Registration. ,7/10/01,2001,"Treadway, Joseph",96,,,Delivered to Secretary of State (G),,91,First regular,CCS SS SCS HCS HB 567,1484L.12T
HB 575,Revises Motor Vehicle Franchise Practices Law and adds provisions for recreational vehicles. ,7/13/01,2001,"O'Connor, Patrick",79,"Abel, Mark",106,Delivered to Secretary of State (G),,91,First regular,SS SCS HB 575,1430S.04T
HB 590,Places administration of tax credits for Americans with Disabilities Act compliance by small businesses under joint administration of the directors of Revenue and Economic Development.,7/10/01,2001,"Graham, Charles",24,,,Delivered to Secretary of State (G),,91,First regular,HB 590,1560L.01T
HB 596,Clarifies the allowed consolidation between the Planned Industrial Expansion Authority and the Land Clearance for Redevelopment Authority in St. Louis City.,6/29/01,2001,"Kennedy, Harry",66,"Gambaro, Derio",65,Delivered to Secretary of State (G),,91,First regular,HB 596,1423L.01T
HB 600,Authorizes conveyance between board of governors of Southwest Missouri State University and Southwest Missouri Ecumenical Center. ,7/10/01,2001,"Hosmer, William",138,"Marsh, B J",136,Delivered to Secretary of State (G),,91,First regular,HB 600,1133L.01T
HB 603,Changes the Department of Health to the Department of Health and Senior Services and adds programs for Alzheimer's disease. ,6/26/01,2001,"Hilgemann, Robert",64,"Berkowitz, Sam",1,Delivered to Secretary of State (G),,91,First regular,SCS HB 603,0783S.03T
HB 606,Changes and standardizes certain provisions regarding county recorders of deeds. ,7/13/01,2001,"Kennedy, Harry",66,"Smith, Philip",16,Delivered to Secretary of State (G),,91,First regular,SCS HB 606,1543S.05T
HB 607,Removes limitation of permitted gratuitous services by out-of-state dentists to summer camps. ,6/13/01,2001,"Treadway, Joseph",96,"Johnson, Rick",90,Delivered to Secretary of State (G),,91,First regular,SCS HB 607,1624S.02T
HB 621,Creates Missouri State Penitentiary Redevelopment Commission.  ,7/12/01,2001,"Gratz, William",113,"Vogel, Carl",206,Delivered to Secretary of State (G),,91,First regular,CCS HB 621,1649L.03T
HB 644,Creates a presumption that a beneficiary designation is unaffected by a subsequent dissolution or annulment. ,7/10/01,2001,"Burton, Gary",128,,,Delivered to Secretary of State (G),,91,First regular,SCS HB 644,1538L.02T
HB 648,Creates an alternative method of obtaining temporary driving permit.  ,7/10/01,2001,"Ostmann, Lucinda",14,"Dolan, Jonathan",13,Delivered to Secretary of State (G),,91,First regular,"SCS HB 648,HB 477 & HB 805",1664S.07T
HB 660,Revises public school retirement systems.  ,6/27/01,2001,"Hagan-Harrell, Mary",75,,,Delivered to Secretary of State (G),,91,First regular,SCS HCS HB 660,1149S.06T
HB 664,Makes changes to charitable gift annuities provisions.  ,6/13/01,2001,"Skaggs, Billy",31,,,Delivered to Secretary of State (G),,91,First regular,HB 664,1656L.01T
HB 679,Allows state employees to take a leave of absence to serve as a bone marrow or human organ donor. ,7/6/01,2001,"Boykins, Amber",60,,,Delivered to Secretary of State (G),,91,First regular,HB 679,1685L.01T
HB 691,Makes notice of reregistration of motor vehicles mandatory.  ,6/13/01,2001,"Barnett, Myron",4,"Kelly, Gary",36,Delivered to Secretary of State (G),,91,First regular,SCS HB 691,1653S.02T
HB 693,Amends various provisions relating to the Administrative Hearing Commission. ,6/13/01,2001,"Smith, Philip",11,"Carnahan, Russ",59,Delivered to Secretary of State (G),,91,First regular,SCS HB 693,1675S.04T
HB 725,Allows additional fund transfers in a certain school district.  ,7/11/01,2001,"Britt, Phillip",163,,,Delivered to Secretary of State (G),,91,First regular,HB 725,1796L.01T
HB 732,Revises Water Patrol law.  ,6/8/01,2001,"Hosmer, William",138,,,Delivered to Secretary of State (G),,91,First regular,HB 732,1792L.01T
HB 738,Changes the law governing financial institutions.  ,7/12/01,2001,"Liese, Chris",85,,,Delivered to Secretary of State (G),,91,First regular,SS HCS HB 738,1530S.07T
HB 742,Authorizes the Governor to sell certain property in Platte County to the Kansas City International Airport. ,6/26/01,2001,"Harding, Margaret",30,"Shoemyer, Wes",218,Delivered to Secretary of State (G),,91,First regular,SCS HB 742,1770S.03T
HB 745,Allows unclaimed property to be collected by a county or city public administrator. ,6/27/01,2001,"Farnen, Theodore",21,,,Delivered to Secretary of State (G),,91,First regular,HB 745,1896L.02T
HB 762,"Requires HMOs to provide direct access to ob/gyn services, bone density testing and contraceptive coverage, and notify enrollees of cancer screenings available through their insurance.",6/21/01,2001,"Kreider, Jim",142,"Barry, Joan",100,Delivered to Secretary of State (G),,91,First regular,CCS SS SCS HS HCS HB 762,1642L.16T
HB 779,Authorizes lease of property by Northwest Missouri State University to Missouri National Guard and City of Maryville. ,6/7/01,2001,"Barnett, Myron",4,,,Delivered to Secretary of State (G),,91,First regular,HB 779,1881L.02T
HB 788,Repeals certain provisions relating to motorcycle franchise practices. ,7/10/01,2001,"O'Connor, Patrick",79,,,Delivered to Secretary of State (G),,91,First regular,HB 788,1880L.01T
HB 796,"Requires manufacturers, packers, distributors, or sellers of drugs or devices to comply with the current federal labeling requirements in the Federal Food, Drug and Cosmetic Act.",6/7/01,2001,"Hosmer, William",138,,,Delivered to Secretary of State (G),,91,First regular,SCS HB 796,1821S.03T
HB 801,Prohibits release of nonpublic information by financial institutions.  ,5/23/01,2001,"Liese, Chris",85,"Wagner, Howard",104,Delivered to Secretary of State (G),,91,First regular,SCS HB 801,1984S.04T
HB 808,Authorizes the conveyance of two parcels of property to Jefferson City. ,7/10/01,2001,"Gratz, William",113,"Vogel, Carl",206,Delivered to Secretary of State (G),,91,First regular,SCS HB 808 & HB 951,1956S.02T
HB 816,Replaces oath requirement with signature requirement for making claim for certain tax refunds. ,6/8/01,2001,"Kennedy, Harry",66,"Gambaro, Derio",65,Delivered to Secretary of State (G),,91,First regular,HB 816,1904L.01T
HB 821,Expands the Missouri Kidney Program to provide immunosuppressive pharmaceuticals to other transplant patients. ,6/13/01,2001,"Hosmer, William",138,,,Delivered to Secretary of State (G),,91,First regular,HB 821,1668L.01T
HB 825,Corrects statue on exemption of bullion and investment coins from sales tax. ,6/8/01,2001,"Kennedy, Harry",66,,,Delivered to Secretary of State (G),,91,First regular,HB 825,1903L.01T
HB 865,Revises law concerning public reporting of certain school information. ,6/14/01,2001,"Davis, Dahlman",122,,,Delivered to Secretary of State (G),,91,First regular,HB 865,2069L.02T
HB 881,Allows nursing home district directors to be elected in districts or at-large. ,7/10/01,2001,"Scott, Delbert",119,"Crawford, Larry",117,Delivered to Secretary of State (G),,91,First regular,SCS HB 881,1915S.03T
HB 897,Prohibits Department of Revenue from gathering or including on driver's license any information for which it does not have statutory authority.,7/12/01,2001,"Kreider, Jim",142,"Hanaway, Catherine",87,Delivered to Secretary of State (G),,91,First regular,HB 897,1864L.03T
HB 904,Expands the Missouri Economic Diversification and Afforestation Act of 1990 to include more recent agroforestry practices. ,6/7/01,2001,"Merideth, Denny",162,"Black, Lanie",161,Delivered to Secretary of State (G),,91,First regular,SCS HB 904,1421S.03T
HB 909,Authorizes exchange of property interests between the Department of Natural Resources and the City of Lexington. ,7/11/01,2001,"Davis, Dahlman",122,,,Delivered to Secretary of State (G),,91,First regular,HB 909,2201L.01T
HB 922,Authorizes the City of Monett to annex municipal airport.  ,6/8/01,2001,"Gaskill, Samuel",131,"Bartelsmeyer, Linda",132,Delivered to Secretary of State (G),,91,First regular,HB 922,2213L.01T
HB 933,Clarifies that sales tax applies to sale and lease of motor vehicles and motorcycles. ,6/26/01,2001,"Reid, Michael",78,,,Delivered to Secretary of State (G),,91,First regular,HB 933,1927L.02T
HB 945,Authorizes counties and the City of St. Louis to elect between two different juror compensation schemes. ,7/13/01,2001,"Hosmer, William",138,,,Delivered to Secretary of State (G),,91,First regular,SCS HB 945,2222S.03T
HB 955,Revises the Hospital Federal Reimbursement Allowance Program.  ,6/22/01,2001,"Green, Tim",73,,,Delivered to Secretary of State (G),,91,First regular,HB 955,2234L.01T
HB 1000,Changes the composition of congressional districts.  ,6/1/01,2001,"Kreider, Jim",142,,,Delivered to Secretary of State (G),,91,First regular,SCS HS HCS HB 1000,2203L.05T
HCR 5,Extends the Joint Interim Committee on Telecommunications and Energy to the Ninety-first General Assembly. ,5/11/01,2001,"Mays, Carol",50,,,Truly Agreed To and Finally Passed,AYES:147                                          NOES:  001,91,First regular,SS HCR 5,1064S.02T
HCR 25,Authorizes the issuance of revenue bonds for the state's share of a project for the construction of a sports arena and related facilities at the University of Missouri-Columbia campus.,7/12/01,2001,"Graham, Charles",24,,,Delivered to Secretary of State (G),,91,First regular,HS HCR 25,2117S.01T
